Track_URI,Track_Name,Album_Name,Artist_Name(s),Release_Date,Duration_ms,Popularity,Explicit,Added_By,Added_At,Genres,Record_Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature
spotify:track:yhaSdUc0wFrQLr5xYbjnUX,Tarang 80,3 Idiots,"Vishal-Shekhar, Himesh Reshammiya, R.D. Burman",7/11/24,346116,37,TRUE,music_fan_india,2023-05-05T21:56:58Z,"bangla pop,bengali hip hop,desi pop,indian indie",Outlaw Productions,0.924,0.894,10,-10.149,0,0.221,0.55507,0,0.573,0.455,137.604,3
spotify:track:nZmlX0059CIsegSEuhOgM3,Raah 81,Chaleya,"Stebin Ben, Tanishk Bagchi, R.D. Burman",7/25/18,314731,57,FALSE,,2023-06-06T22:37:09Z,"indie pop,desi indie,alternative,experimental",Eros Entertainment,0.624,0.492,5,-2.537,0,0.002,0.24618,0.111,0.277,0.424,158.733,4
spotify:track:L01iHq2eebFbKzK4IH9DWw,Track 82: Electric,Happier Than Ever,"Justin Bieber, Post Malone",7/3/17,464826,75,FALSE,,2021-07-02T14:32:32Z,"pop,hip-hop,r&b,electronic",Aftermath,0.268,0.491,0,-6.385,0,0.303,0.14037,0,0.736,0.535,107.407,3
spotify:track:m4wDCc8uRGZZqHkOwOZGx4,Track 83: Midnight,Happier Than Ever,Billie Eilish,10/16/20,272778,45,FALSE,,2025-06-17T15:56:38Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.205,0.906,7,-12.847,0,0.206,0.28081,0,0.362,0.746,68.933,3
spotify:track:ZbcJjNcJdql7LIbSPrfB91,Khwab 84,Besharam Rang,"Anirudh Ravichander, Kaam Bhaari",11/29/16,175009,52,TRUE,discover_weekly,2022-01-14T19:42:32Z,"bangla pop,bengali hip hop,desi pop,indian indie",YRF Music,0.398,0.779,5,-3.009,0,0.092,0.38546,0,0.523,0.918,159.499,3
spotify:track:O3Ha6QAA2RA6DVvX4ZJApV,Pyaar 85,Party All Night,Kaam Bhaari,3/16/25,103944,36,FALSE,,2022-11-21T06:00:45Z,"ghazal,sufi,classical,devotional,qawwali",T-Series,0.758,0.206,8,-13.468,0,0.15,0.20542,0.402,0.362,0.239,154.252,4
spotify:track:DwIptvRT1OUBRknyuIRRj7,Khwab 86,Besharam Rang,"Flipperachi, Alka Yagnik, Sunidhi Chauhan",1/22/15,107756,18,FALSE,producer,2024-11-18T02:04:16Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Divine Music,0.366,0.264,0,-5.582,1,0.246,0.52101,0,0.946,0.838,152.447,4
spotify:track:coaj9WvyKGTefrZ4v7rLm5,Khwab 87,Jigarthanda,"Arijit Singh, Sachin-Jigar, Raftaar",6/12/21,62438,33,TRUE,discover_weekly,2024-07-25T16:06:35Z,"ghazal,sufi,classical,devotional,qawwali",Eros Entertainment,0.254,0.435,1,-4.562,1,0.35,0.81315,0.287,0.966,0.607,173.195,4
spotify:track:eN9Pot7GaZpfPYe5Dv3q6Q,Track 88: Neon,Certified Lover Boy,"Kendrick Lamar, Justin Bieber",3/16/25,159702,63,TRUE,,2022-08-19T23:15:55Z,"pop,hip-hop,r&b,electronic",Republic Records,0.399,0.383,3,-4.128,1,0.062,0.10669,0.46,0.614,0.788,136.636,3
spotify:track:rnJdXDHFyQk8RCQanKuLqI,Track 89: Golden,Happier Than Ever,"Ed Sheeran, Post Malone",8/29/17,201247,60,FALSE,producer,2024-02-07T05:31:27Z,"pop,hip-hop,r&b,electronic",Atlantic Records,0.358,0.761,5,-10.254,1,0.112,0.17989,0,0.814,0.749,178.654,5
spotify:track:Ai3NHtEp1cgknp0fUqwIYv,Sur 90,Jigarthanda,"Sachin-Jigar, A.R. Rahman",8/14/19,123563,44,TRUE,desi_hip_hop_fan,2026-01-14T05:49:18Z,"remixes,edm,desi house,electronic",Sony Music Entertainment India Pvt. Ltd.,0.466,0.739,7,-4.928,1,0.356,0.38107,0,0.868,0.677,198.571,4
spotify:track:SLy3W6UGBk0hopUUnyf6Dd,Raag 91,Kabali,"Asha Bhosle, Raftaar, Nora Fatehi, Sidhu Moose Wala",8/24/23,268148,67,TRUE,playlist_curator,2021-03-01T08:39:09Z,"telugu pop,tollywood,telugu hip hop,desi pop",Universal Music India,0.263,0.945,6,-10.978,0,0.295,0.44316,0,0.029,0.697,187.659,4
spotify:track:6HKCU2ANH4DoftzjaGVirH,Track 92: Neon,Happier Than Ever,"Rihanna, Eminem",9/18/22,317913,96,FALSE,,2023-05-12T00:49:27Z,"pop,hip-hop,r&b,electronic",Epic Records,0.798,0.678,0,-7.873,0,0.165,0.56055,0,0.715,0.681,182.548,3
spotify:track:lrNMqMlbdHlgqSTojEvtX9,Sukoon 93,Dil Se,"Dabboo Malik, Sunidhi Chauhan",3/14/20,425394,4,FALSE,bollywood_lover,2020-11-24T04:03:17Z,"bollywood,pop,desi,indie",Desi Beats,0.782,0.257,7,-12.639,1,0.327,0.82825,0,0.385,0.977,89.546,3
spotify:track:TUIhDswdP8oAaXKyp8KQQj,Raag 94,3 Idiots,"Shashwat Sachdev, Tanishk Bagchi, Kaam Bhaari",8/24/23,106913,31,TRUE,,2025-08-09T02:43:39Z,"bollywood,pop,desi,indie",Times Music,0.454,0.976,10,-14.219,1,0.258,0.70133,0,0.488,0.385,139.336,5
spotify:track:pcRIHEJHuD1L1jGBYHCWFT,Track 95: Neon,Midnights,"SZA, Bad Bunny",11/25/24,69814,79,FALSE,desi_hip_hop_fan,2022-09-05T10:46:04Z,"pop,hip-hop,r&b,electronic",Saregama,0.694,0.631,6,-12.532,1,0.306,0.15413,0.142,0.641,0.199,133.712,3
spotify:track:bNyEMKdnSa5O5ZDNwU3YXd,Sur 96,Party All Night,Shankar-Ehsaan-Loy,12/1/21,199363,67,TRUE,,2020-10-15T09:04:13Z,"hindi pop,bollywood,indie pop,desi pop",Saregama India Ltd,0.92,0.278,11,-11.997,1,0.076,0.52619,0,0.558,0.602,169.377,5
spotify:track:j9Bvt9uxVATLInV5p7ByT8,Tarang 97,Kabali,"Yung Raj, Flipperachi, Shashwat Sachdev",9/6/21,68547,66,TRUE,discover_weekly,2023-05-21T00:19:14Z,"rap,desi hip hop,punjabi rap,hindi rap",Sony Music Entertainment India Pvt. Ltd.,0.361,0.452,11,-4.31,0,0.038,0.46037,0.078,0.367,0.624,87.279,4
spotify:track:ZQJ4KsTJedVvYz11oOLaWx,Sur 98,Kantara,"Tanishk Bagchi, Raftaar, Nora Fatehi",6/2/18,334927,5,FALSE,,2021-09-04T10:32:44Z,"telugu pop,tollywood,telugu hip hop,desi pop",Divine Music,0.366,0.24,11,-2.034,1,0.301,0.57525,0.045,0.29,0.455,71.15,3
spotify:track:VDmyJI9GpqAQJgzwlvOVkv,Tarang 99,Dhurandhar,"Kaavish, Asha Bhosle, Himesh Reshammiya",3/19/24,291845,79,TRUE,desi_hip_hop_fan,2024-12-09T01:59:52Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Eros Entertainment,0.375,0.748,2,-5.149,0,0.045,0.05454,0,0.869,0.838,52.197,5
spotify:track:mGqDTiRbKPckrWMdOayq0O,Track 100: Midnight,Midnights,"Justin Bieber, Lady Gaga",9/10/24,116566,2,FALSE,world_music_fan,2024-05-02T07:24:32Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.932,0.28,5,-8.699,0,0.075,0.50065,0,0.04,0.93,98.788,4
spotify:track:98rdpy9966nvyiTGQ2QzJA,Raag 101,Jab Tak Hai Jaan,Badshah,7/3/18,377387,42,FALSE,world_music_fan,2021-06-23T06:41:08Z,"bollywood,pop,desi,indie",Zee Music,0.636,0.747,3,-3.786,1,0.275,0.89864,0.455,0.996,0.978,73.224,5
spotify:track:0jbt87sUYNTjlib9MLLKob,Track 102: Electric,Certified Lover Boy,"Billie Eilish, Eminem",11/22/15,420784,99,FALSE,,2021-07-03T16:54:38Z,"pop,hip-hop,r&b,electronic",Saregama,0.552,0.72,2,-3.922,1,0.19,0.16379,0.113,0.765,0.114,93.177,4
spotify:track:3AWLZSy6JHNRcgC22pH8cy,Sur 103,Kabali,"Sachin-Jigar, Tanishk Bagchi, Raftaar, Nora Fatehi",8/1/23,390641,6,TRUE,dj_mixer,2023-04-07T14:25:56Z,"bangla pop,bengali hip hop,desi pop,indian indie",Indie Records,0.428,0.862,7,-12.836,1,0.245,0.05455,0,0.464,0.681,64.471,5
spotify:track:32fuOSkTfRNfRT8LjIcku2,Raah 104,Lagaan,"Ilaiyaraaja, Asha Bhosle, R.D. Burman",9/3/24,138690,20,TRUE,radio_listener,2022-01-02T22:03:26Z,"bangla pop,bengali hip hop,desi pop,indian indie",T-Series,0.431,0.784,7,-11.246,0,0.047,0.13157,0.101,0.012,0.548,129.783,3
spotify:track:La2rMYmldvjcJLufg9krOR,Sur 105,Mastizaade,"Dabboo Malik, Tanishk Bagchi",6/2/21,472775,71,TRUE,bollywood_lover,2025-02-08T23:37:23Z,"bollywood,pop,desi,indie",YRF Music,0.899,0.275,4,-10.803,1,0.328,0.75844,0,0.293,0.221,161.139,4
spotify:track:LWRA0qJM5METEY2osmhCXT,Pyaar 106,Soul of Doctor,"Tanishk Bagchi, Kaavish",4/29/17,479201,78,FALSE,radio_listener,2024-08-22T01:21:22Z,"ghazal,sufi,classical,devotional,qawwali",Desi Beats,0.62,0.71,0,-6.672,1,0.102,0.06784,0.15,0.767,0.202,103.325,4
spotify:track:DDcijC13CY5dGJQIbJu4Xe,Track 107: Golden,Midnights,Rihanna,9/3/16,207041,3,FALSE,discover_weekly,2024-03-16T20:34:53Z,"pop,hip-hop,r&b,electronic",Sony Music,0.324,0.685,2,-7.263,1,0.282,0.3145,0.016,0.087,0.889,109.453,4
spotify:track:FX4jvD2tuVg8G9mcy1htc0,Khwab 108,Jab Tak Hai Jaan,"Shankar-Ehsaan-Loy, Anirudh Ravichander",10/11/24,105652,42,FALSE,dj_mixer,2020-07-07T03:33:49Z,"rap,desi hip hop,punjabi rap,hindi rap",T-Series,0.694,0.45,9,-5.14,0,0.128,0.19255,0.138,0.773,0.704,93.625,3
spotify:track:iRrpeMvBiDPgdAlKKZRMtY,Raag 109,Soul of Doctor,Nucleya,12/30/22,457621,85,TRUE,playlist_curator,2025-03-22T18:08:05Z,"hindi pop,bollywood,indie pop,desi pop",Eros Entertainment,0.81,0.936,7,-13.736,1,0.274,0.71022,0,0.947,0.229,193.312,4
spotify:track:egD0rvJFzSgIesCKopjDem,Track 110: Golden,Certified Lover Boy,"Drake, SZA",10/13/22,369838,55,FALSE,music_fan_india,2023-11-02T17:44:15Z,"pop,hip-hop,r&b,electronic",Bad Boy Records,0.33,0.736,11,-2.899,1,0.046,0.59608,0,0.822,0.259,202.941,3
spotify:track:iKUYUOCsMBm2sXQ46S49KL,Pyaar 111,Chaleya,"Mohammed Rafi, Shreya Ghoshal, Prabh Deep",9/21/20,271915,16,FALSE,,2020-09-12T11:57:35Z,"bollywood,pop,desi,indie",T-Series,0.926,0.201,8,-4.33,1,0.044,0.28221,0.016,0.702,0.455,100.9,4
spotify:track:0j9PieaSEB9fNzCWLAlFIB,Tarang 112,Badrinath Ki Dulhania,"Tanishk Bagchi, Shankar-Ehsaan-Loy",12/26/18,178353,23,FALSE,music_streamer,2020-01-31T18:31:54Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Universal Music India,0.748,0.77,4,-9.659,1,0.013,0.03787,0.242,0.113,0.533,160.48,3
spotify:track:NPPQHJM4HaC4Juv8skRLsW,Track 113: Electric,Midnights,"Justin Bieber, Eminem",12/2/17,92200,80,FALSE,,2021-11-23T18:03:42Z,"pop,hip-hop,r&b,electronic",Epic Records,0.943,0.847,9,-14.645,1,0.033,0.5056,0.426,0.252,0.654,94.035,4
spotify:track:qREX1vfi5jE9VoBNnTvNUh,Sur 114,Mastizaade,Shankar-Ehsaan-Loy,11/17/16,303277,51,FALSE,desi_hip_hop_fan,2023-05-19T15:47:48Z,"remixes,edm,desi house,electronic",Sony Music Entertainment India Pvt. Ltd.,0.892,0.387,10,-5.827,1,0.105,0.53044,0.217,0.927,0.504,158.559,5
spotify:track:1uqgOyVUTKmuQlHPZaggBn,Tarang 115,Gully Boy,Shashwat Sachdev,3/6/18,192066,24,TRUE,discover_weekly,2020-04-07T19:05:03Z,"bollywood,pop,desi,indie",Zee Music,0.904,0.725,3,-2.644,0,0.283,0.11998,0,0.376,0.787,153.665,3
spotify:track:VQPVpWrdy9qYle8myOgHAM,Track 116: Electric,Happier Than Ever,Taylor Swift,3/11/16,291515,91,FALSE,playlist_curator,2021-02-27T01:04:04Z,"pop,hip-hop,r&b,electronic",Aftermath,0.629,0.4,7,-14.756,1,0.06,0.64034,0.466,0.266,0.73,194.739,5
spotify:track:xQWhH9usd9Ow0v0VrmI7Os,Pyaar 117,3 Idiots,"Prabh Deep, Kaam Bhaari, Flipperachi",5/17/19,115977,80,FALSE,music_fan_india,2025-06-15T02:56:40Z,"indie pop,desi indie,alternative,experimental",Desi Beats,0.528,0.352,0,-12.49,0,0.196,0.06299,0.27,0.5,0.968,179.884,3
spotify:track:YPCQ2jJ5ciOD4cRikdtXCk,Tarang 118,Jigarthanda,Jubin Nautiyal,8/17/21,93532,13,TRUE,,2025-07-29T19:51:39Z,"remixes,edm,desi house,electronic",T-Series,0.365,0.844,6,-10.615,1,0.13,0.97585,0,0.322,0.968,84.117,3
spotify:track:wkpKiXNxj2fa5RKrQXDhiq,Tarang 119,Bombay,"Raftaar, Nora Fatehi, Anirudh Ravichander",1/19/20,276023,30,TRUE,,2020-06-03T19:11:45Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Divine Music,0.575,0.96,10,-4.256,1,0.139,0.00457,0,0.987,0.979,149.027,5
spotify:track:Ej5dwmpM3CgdHjbFeoBJzU,Raah 120,Party All Night,"Tanishk Bagchi, Sunidhi Chauhan",1/27/25,230752,29,TRUE,dj_mixer,2023-08-28T07:06:15Z,"hindi pop,bollywood,indie pop,desi pop",Saregama India Ltd,0.753,0.896,6,-3.412,0,0.188,0.48441,0,0.216,0.648,78.49,4
spotify:track:rgCzVnsjX74JIozG1nDCaA,Dil 121,Bhairava Dweepam,"Sachin-Jigar, Stebin Ben, Sunidhi Chauhan",10/14/24,189317,31,FALSE,music_fan_india,2024-11-13T18:14:57Z,"telugu pop,tollywood,telugu hip hop,desi pop",Sony Music Entertainment India Pvt. Ltd.,0.896,0.957,9,-3.323,1,0.392,0.04006,0,0.426,0.455,179.555,5
spotify:track:6isOfDsR1UbCV2zWwCN1e3,Track 122: Electric,Midnights,"Justin Bieber, Bad Bunny",9/25/18,338355,4,FALSE,audiophile,2024-10-10T08:44:39Z,"pop,hip-hop,r&b,electronic",Epic Records,0.607,0.836,10,-13.948,1,0.294,0.05481,0.473,0.888,0.2,108.495,5
spotify:track:uHOTU2RUVt3FAdxCFZDGZ3,Khwab 123,Gully Boy,"Shankar-Ehsaan-Loy, Raftaar, Nora Fatehi",1/26/20,385557,47,TRUE,,2022-02-10T14:05:05Z,"remixes,edm,desi house,electronic",Divine Music,0.493,0.343,1,-13.578,1,0.045,0.14795,0,0.521,0.665,96.907,5
spotify:track:d2o6NzvOuKR0BsiWkqE8Vc,Dil 124,Jab Tak Hai Jaan,Kaam Bhaari,12/17/18,209098,58,TRUE,,2021-10-20T22:34:18Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",YRF Music,0.337,0.34,11,-5.993,0,0.065,0.11692,0,0.441,0.433,82.825,5
spotify:track:5zEjCtaT8uRDr68JjJ4BQT,Raah 125,Jab Tak Hai Jaan,"Stebin Ben, A.R. Rahman",2/4/25,81013,17,TRUE,bollywood_lover,2023-06-15T00:25:39Z,"bangla pop,bengali hip hop,desi pop,indian indie",Eros Entertainment,0.831,0.557,1,-10.757,0,0.233,0.22214,0.468,0.196,0.175,185.912,5
spotify:track:64wj0wxrv82fTB9XrX8A3i,Raag 126,3 Idiots,Nucleya,8/2/21,373490,11,TRUE,producer,2022-05-01T09:30:55Z,"hindi pop,bollywood,indie pop,desi pop",YRF Music,0.594,0.468,9,-5.171,0,0.003,0.63881,0,0.556,0.739,170.839,3
spotify:track:ETnXjsNNhPrl4NbVE8LwDB,Sukoon 127,Party All Night,"Arijit Singh, Prabh Deep",11/22/17,389250,87,FALSE,playlist_curator,2021-05-04T11:32:46Z,"indie pop,desi indie,alternative,experimental",Indie Records,0.631,0.876,2,-7.438,0,0.128,0.87832,0,0.053,0.425,151.8,4
spotify:track:UH2ZQsQQfJZaGxEv4gjnl3,Raah 128,Bhairava Dweepam,"Raftaar, Nora Fatehi, Nucleya",11/17/21,421576,67,TRUE,music_blogger,2024-09-05T14:58:04Z,"rap,desi hip hop,punjabi rap,hindi rap",Outlaw Productions,0.287,0.305,0,-8.766,1,0.276,0.13901,0.221,0.172,0.374,169.114,3
spotify:track:eWUcgXFdhpePUW5m3lvf06,Pyaar 129,Thuppaki Munai,"A.R. Rahman, Vishal-Shekhar, Neha Kakkar",8/22/25,363956,44,FALSE,bollywood_lover,2021-10-19T16:49:46Z,"hindi pop,bollywood,indie pop,desi pop",Sony Music Entertainment India Pvt. Ltd.,0.66,0.604,1,-13.712,0,0.212,0.71581,0,0.902,0.583,205.773,3
spotify:track:lvxnog9hgiVRIcuhrLt8BI,Track 130: Neon,Certified Lover Boy,"Post Malone, SZA",4/5/18,284375,24,TRUE,bollywood_lover,2025-05-02T21:23:11Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.21,0.739,10,-13.633,1,0.209,0.67652,0.06,0.401,0.632,66.276,3
spotify:track:ZSrSKqWNyDLzErVgpEMigd,Tarang 131,Bhairava Dweepam,Jubin Nautiyal,10/7/15,321166,86,TRUE,,2022-01-03T12:38:43Z,"ghazal,sufi,classical,devotional,qawwali",Indie Records,0.445,0.442,9,-13.748,0,0.264,0.51995,0.246,0.202,0.696,128.44,4
spotify:track:CcI1sREiSEgPOQJD0FyE8M,Raag 132,Soul of Doctor,"Badshah, Raftaar, Flipperachi",12/15/18,461851,36,FALSE,dj_mixer,2020-09-08T00:37:02Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",YRF Music,0.296,0.493,11,-7.408,1,0.152,0.42815,0.496,0.351,0.695,89.618,5
spotify:track:uC1J3qRK9xyJYgPuFVvMwB,Raah 133,Dil Se,"Raftaar, Nora Fatehi",7/28/20,393155,100,TRUE,,2026-01-03T06:18:16Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Zee Music,0.236,0.997,6,-4.54,0,0.287,0.57819,0.296,0.067,0.821,126.043,3
spotify:track:myMCVlbR1Jn7UC6HMVAJMG,Tarang 134,Padmaavat,Neha Kakkar,2/1/19,302476,18,TRUE,music_streamer,2021-09-08T23:43:48Z,"rap,desi hip hop,punjabi rap,hindi rap",Times Music,0.425,0.548,5,-3.818,0,0.254,0.84597,0.133,0.646,0.331,146.197,4
spotify:track:9A4mqbWrINcSWd3tsd73P2,Sukoon 135,Yo Yo Honey Singh Is Back,Sachin-Jigar,6/14/19,439707,17,TRUE,producer,2021-04-03T18:47:32Z,"hindi pop,bollywood,indie pop,desi pop",Divine Music,0.9,0.618,9,-2.654,1,0.199,0.09025,0.3,0.329,0.626,112.392,5
spotify:track:z1dHRhHDprWiDwtO4cTXd4,Track 136: Midnight,Midnights,"Bad Bunny, Drake",7/13/22,185659,32,FALSE,dj_mixer,2023-06-20T20:44:23Z,"pop,hip-hop,r&b,electronic",Columbia Records,0.877,0.748,8,-3.73,1,0.155,0.90979,0.196,0.301,0.943,171.067,4
spotify:track:1Z6Dz0S2YZRFvLYTCbdNNX,Tarang 137,Chaleya,Big Dhamma,7/11/16,61612,51,TRUE,playlist_curator,2023-06-05T10:36:05Z,"telugu pop,tollywood,telugu hip hop,desi pop",Mudi Music,0.283,0.4,11,-2.394,0,0.339,0.68575,0.396,0.451,0.886,71.362,3
spotify:track:62n65OM48mRkyAqfw6hSA5,Raah 138,Dhurandhar,"Arijit Singh, Sachin-Jigar",2/2/20,413165,63,TRUE,audiophile,2022-07-08T22:13:12Z,"malayalam pop,malayalam hip hop,desi pop,indian indie",Zee Music,0.91,0.851,4,-11.256,1,0.153,0.43131,0,0.995,0.355,158.35,4
spotify:track:KOfD28ynxALeId5DvLPXRY,Sur 139,Dil Se,Badshah,1/22/15,192989,64,FALSE,music_streamer,2023-05-24T12:42:23Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Universal Music India,0.299,0.914,0,-7.454,1,0.068,0.49284,0.17,0.132,0.386,134.868,3
spotify:track:r2MVqt3t9Vj0OXdjocqRB9,Sukoon 140,Badrinath Ki Dulhania,"Raftaar, Ilaiyaraaja",5/25/25,319475,5,FALSE,audiophile,2023-12-31T22:35:31Z,"indie pop,desi indie,alternative,experimental",Indie Records,0.543,0.29,11,-3.731,0,0.14,0.20373,0,0.75,0.84,140.12,5
spotify:track:bQQyK6ZjfZOC7Ka8O6uTT7,Sur 141,Dhurandhar,"Yo Yo Honey Singh, Shankar-Ehsaan-Loy, R.D. Burman",5/20/21,127801,27,TRUE,music_streamer,2023-03-04T10:51:03Z,"hindi pop,bollywood,indie pop,desi pop",Divine Music,0.758,0.638,9,-10.042,1,0.102,0.24008,0.385,0.089,0.867,76.071,4
spotify:track:iPZFE2DIAUYMAAcvCnQjEN,Sukoon 142,Badrinath Ki Dulhania,"A.R. Rahman, Anirudh Ravichander, Neha Kakkar",11/19/20,104024,37,FALSE,music_blogger,2024-11-26T02:58:51Z,"rap,desi hip hop,punjabi rap,hindi rap",Muve Music,0.558,0.319,2,-6.104,1,0.337,0.52309,0,0.551,0.926,132.146,5
spotify:track:fFhPllyf2sKCPMq72llUL2,Sukoon 143,Besharam Rang,Yung Raj,3/11/16,287435,68,TRUE,music_blogger,2020-01-24T12:07:00Z,"remixes,edm,desi house,electronic",Bhushan Kumar,0.329,0.582,11,-9.734,1,0.121,0.81313,0.308,0.805,0.179,71.618,3
spotify:track:01HfVjAh3TBEbBpsZyug0A,Raah 144,Yo Yo Honey Singh Is Back,Sachin-Jigar,8/30/19,319891,94,FALSE,audiophile,2020-05-31T15:25:31Z,"hindi pop,bollywood,indie pop,desi pop",YRF Music,0.585,0.78,10,-3.234,1,0.093,0.0607,0.01,0.553,0.341,153.728,4
spotify:track:on4vL0OisS7ZPTXX0MrUPi,Khwab 145,Yo Yo Honey Singh Is Back,"Stebin Ben, Big Dhamma, Flipperachi",3/28/17,141953,77,FALSE,dj_mixer,2021-02-17T13:31:19Z,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",Times Music,0.376,0.645,0,-10.336,1,0.143,0.15861,0,0.807,0.404,68.235,3
spotify:track:qjQFPR5BC0ggLW6ZcgN14j,Raag 146,Bombay,Prabh Deep,4/11/18,431281,56,FALSE,producer,2021-02-10T04:41:23Z,"telugu pop,tollywood,telugu hip hop,desi pop",Divine Music,0.451,0.31,3,-9.292,1,0.308,0.00659,0.417,0.341,0.555,63.637,4
spotify:track:AoXzzC0XwbjaX6ft8kdVON,Track 147: Midnight,Certified Lover Boy,"Post Malone, Kendrick Lamar",2/13/25,361233,7,FALSE,producer,2024-09-13T12:56:43Z,"pop,hip-hop,r&b,electronic",Sony Music,0.726,0.899,11,-5.345,1,0.003,0.27978,0,0.7,0.502,82.821,5
spotify:track:HyS2GHnFtvNb3HqZsAFT0q,Sukoon 148,RRR,"Big Dhamma, Stebin Ben, Asha Bhosle",9/9/20,245846,15,TRUE,,2021-05-25T14:19:36Z,"hindi pop,bollywood,indie pop,desi pop",Mudi Music,0.753,0.563,3,-4.53,0,0.14,0.28454,0,0.714,0.568,89.621,4
spotify:track:fAinePyIW2KN9Q6TzkFEC8,Tarang 149,Dilwale,Alka Yagnik,10/3/20,337422,15,TRUE,bollywood_lover,2025-02-08T15:02:47Z,"bollywood,indian indie,desi pop,malayalam hip hop,desi hip hop,ghazal,marathi pop,bangla pop,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.318,0.647,1,-7.179,1,0.044,0.36959,0,0.118,0.374,109.914,4
spotify:track:3nYEhv1zJJ3WDSLVFCBB1u,Dil 150,Jigarthanda,A.R. Rahman,12/21/23,387559,85,FALSE,playlist_curator,2024-05-05T07:57:25Z,"ghazal,sufi,classical,devotional,qawwali",Muve Music,0.454,0.237,10,-3.429,1,0.258,0.86595,0.354,0.561,0.211,139.496,3
spotify:track:h6lbWpR3BYLyc1bBz1tphg,Track 151: Neon,Certified Lover Boy,Ed Sheeran,11/19/16,209606,18,TRUE,music_fan_india,2022-11-12T02:09:19Z,"pop,hip-hop,r&b,electronic",Sony Music,0.914,0.743,0,-7.012,1,0.073,0.7133,0,0.32,0.472,101.875,4
spotify:track:xhdCzEzo2q7PpIWszfNm8x,Track 152: Midnight,Midnights,The Weeknd,11/19/16,470005,31,FALSE,producer,2025-01-24T01:00:52Z,"pop,hip-hop,r&b,electronic",Sony Music,0.548,0.863,4,-6.51,0,0.0,0.93351,0.241,0.839,0.442,106.227,5
spotify:track:RZS92nFX26N8RqPtn7u4i5,Pyaar 153,Kantara,"Arijit Singh, Raftaar, Pritam",10/29/21,309838,0,TRUE,audiophile,2021-12-11T13:35:57Z,"arabic hip hop,khaleeji,desi,desert pop",Bhushan Kumar,0.722,0.591,6,-8.004,0,0.215,0.89257,0.408,0.672,0.418,180.045,5
spotify:track:UVQRlYMYn87cERLa9NgrFk,Khwab 154,Soul of Doctor,Yo Yo Honey Singh,3/4/17,405945,94,TRUE,world_music_fan,2020-09-24T18:08:47Z,"bangla pop,bengali hip hop,desi pop,indian indie",Zee Music,0.249,0.408,9,-3.879,1,0.077,0.67798,0.496,0.681,0.895,50.313,4
spotify:track:V2nrABamfJbT8AepktMfDY,Sur 155,Chennai Express,"Kaavish, Shreya Ghoshal, Flipperachi",8/24/21,477973,80,FALSE,producer,2022-10-22T07:06:30Z,"punjabi pop,punjabi hip hop,desi hip hop,bhangra",Saregama India Ltd,0.379,0.473,0,-4.319,0,0.377,0.77575,0,0.625,0.621,63.686,3
spotify:track:XdLAgdd0yMz1WMCCAMgOPb,Track 156: Midnight,Certified Lover Boy,"Post Malone, Rihanna",10/19/20,232068,75,TRUE,,2021-03-18T03:00:38Z,"pop,hip-hop,r&b,electronic",Universal Music Group,0.735,0.674,3,-3.243,0,0.255,0.25629,0.211,0.186,0.224,57.051,3
spotify:track:tvwaKQdFZ1Amm4WvPR8LuJ,Raah 157,Dil Se,"Nucleya, Stebin Ben",10/19/25,235982,78,FALSE,,2024-09-10T10:10:06Z,"ghazal,sufi,classical,devotional,qawwali",Mudi Music,0.541,0.831,0,-8.553,0,0.256,0.69322,0,0.239,0.761,202.414,4
spotify:track:wIiBN4w8mrnqk0pmkqgZiO,Track 158: Golden,Midnights,"Bad Bunny, Dua Lipa",12/4/24,118179,43,TRUE,,2023-06-03T14:15:23Z,"pop,hip-hop,r&b,electronic",Republic Records,0.807,0.729,8,-2.298,1,0.351,0.06538,0,0.795,0.273,110.511,4
spotify:track:WudX2082mfDPeFUNFECtxR,Khwab 159,RRR,"Dabboo Malik, Raftaar",1/10/23,319413,60,FALSE,playlist_curator,2024-06-30T20:58:50Z,"ghazal,sufi,classical,devotional,qawwali",Bhushan Kumar,0.638,0.229,3,-3.366,1,0.345,0.3959,0.153,0.571,0.942,109.857,5
